ensembl_gene_id	IMPI_2018	MitoCarta2.0	GO_0005739	chromosome_name	start_position	end_position	hgnc_symbol	hg38_chromosome_name	hg38_start_position	hg38_end_position	hg38_hgnc_symbol
ENSG00000093010	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000093144	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000095321	TRUE	TRUE	TRUE	9	131857089	131873468	CRAT	9	129094810	129111189	CRAT
ENSG00000095951	FALSE	FALSE	TRUE	6	12008995	12165232	HIVEP1	6	12008762	12164999	HIVEP1
ENSG00000096080	TRUE	TRUE	TRUE	6	43639040	43655528	MRPS18A	6	43671303	43687791	MRPS18A
ENSG00000096092	FALSE	FALSE	TRUE	6	52535907	52551386	TMEM14A	6	52671109	52686588	TMEM14A
ENSG00000096150	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000096384	TRUE	FALSE	TRUE	6	44214824	44221620	HSP90AB1	6	44246166	44253888	HSP90AB1
ENSG00000096717	FALSE	FALSE	TRUE	10	69644427	69678147	SIRT1	10	67884669	67918390	SIRT1
ENSG00000097007	FALSE	FALSE	TRUE	9	133589333	133763062	ABL1	9	130713946	130887675	ABL1
ENSG00000097021	TRUE	TRUE	TRUE	1	6324329	6454451	ACOT7	1	6264269	6394391	ACOT7
ENSG00000097033	TRUE	FALSE	TRUE	1	87170259	87213867	SH3GLB1	1	86704570	86748184	SH3GLB1
ENSG00000099624	TRUE	TRUE	TRUE	NA	NA	NA	NA	19	1241746	1244826	ATP5F1D
ENSG00000099785	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000099795	TRUE	TRUE	TRUE	19	14676890	14682874	NDUFB7	19	14566078	14572062	NDUFB7
ENSG00000099797	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000099800	TRUE	TRUE	TRUE	19	2425622	2427892	TIMM13	19	2425624	2427894	TIMM13
ENSG00000099821	TRUE	TRUE	TRUE	19	617223	633597	POLRMT	19	617224	633604	POLRMT
ENSG00000099904	TRUE	FALSE	TRUE	22	20116979	20135530	ZDHHC8	22	20129456	20148007	ZDHHC8
ENSG00000099940	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000099968	TRUE	TRUE	TRUE	22	18111621	18213388	BCL2L13	22	17628855	17730855	BCL2L13
ENSG00000099977	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100030	TRUE	FALSE	TRUE	22	22108789	22221970	MAPK1	22	21754500	21867680	MAPK1
ENSG00000100033	TRUE	TRUE	TRUE	22	18900294	18924066	PRODH	22	18912777	18936553	PRODH
ENSG00000100075	TRUE	TRUE	TRUE	22	19163095	19166343	SLC25A1	22	19175575	19178830	SLC25A1
ENSG00000100116	TRUE	TRUE	TRUE	22	38203912	38213183	GCAT	22	37807905	37817176	GCAT
ENSG00000100146	FALSE	FALSE	TRUE	22	38366693	38383429	SOX10	22	37970686	37987422	SOX10
ENSG00000100151	FALSE	TRUE	TRUE	22	38452318	38471708	PICK1	22	38056311	38075701	PICK1
ENSG00000100197	FALSE	FALSE	TRUE	22	42522501	42526908	CYP2D6	22	42126499	42130906	CYP2D6
ENSG00000100209	TRUE	TRUE	TRUE	22	29138019	29153503	HSCB	22	28742031	28757515	HSCB
ENSG00000100216	TRUE	TRUE	TRUE	22	39077953	39080818	TOMM22	22	38681948	38685421	TOMM22
ENSG00000100225	FALSE	FALSE	TRUE	22	32870663	32894818	FBXO7	22	32474676	32498829	FBXO7
ENSG00000100243	TRUE	TRUE	TRUE	22	43013846	43045574	CYB5R3	22	42617840	42649568	CYB5R3
ENSG00000100266	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100290	FALSE	FALSE	TRUE	22	43506754	43525718	BIK	22	43110748	43129712	BIK
ENSG00000100294	TRUE	TRUE	TRUE	22	43528212	43539400	MCAT	22	43132206	43143394	MCAT
ENSG00000100300	TRUE	TRUE	TRUE	22	43547520	43559248	TSPO	22	43151514	43163242	TSPO
ENSG00000100316	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100335	TRUE	TRUE	TRUE	22	39895437	39914137	MIEF1	22	39499432	39518132	MIEF1
ENSG00000100345	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100347	TRUE	TRUE	TRUE	22	44351301	44406411	SAMM50	22	43955421	44010531	SAMM50
ENSG00000100348	TRUE	TRUE	TRUE	22	36863083	36878077	TXN2	22	36467036	36482030	TXN2
ENSG00000100364	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100372	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100412	TRUE	TRUE	TRUE	22	41865129	41924993	ACO2	22	41469125	41528989	ACO2
ENSG00000100416	TRUE	TRUE	TRUE	22	46726772	46753237	TRMU	22	46330875	46357340	TRMU
ENSG00000100422	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100445	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100453	FALSE	FALSE	TRUE	14	25100160	25103473	GZMB	14	24630954	24634267	GZMB
ENSG00000100575	TRUE	TRUE	TRUE	14	58875212	58894332	TIMM9	14	58408494	58427614	TIMM9
ENSG00000100577	TRUE	TRUE	TRUE	14	77787227	77797940	GSTZ1	14	77320884	77331597	GSTZ1
ENSG00000100596	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100601	TRUE	TRUE	TRUE	14	78138747	78174363	ALKBH1	14	77672404	77708020	ALKBH1
ENSG00000100612	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100678	TRUE	FALSE	TRUE	14	70510934	70655787	SLC8A3	14	70044217	70189070	SLC8A3
ENSG00000100714	TRUE	TRUE	TRUE	14	64854749	64926722	MTHFD1	14	64388031	64463457	MTHFD1
ENSG00000100823	TRUE	FALSE	TRUE	14	20923350	20925927	APEX1	14	20455191	20457772	APEX1
ENSG00000100867	TRUE	FALSE	TRUE	14	24099324	24114848	DHRS2	14	23630115	23645639	DHRS2
ENSG00000100889	TRUE	TRUE	TRUE	14	24563262	24579807	PCK2	14	24094053	24110598	PCK2
ENSG00000100890	TRUE	TRUE	TRUE	14	35591052	35743271	KIAA0391	14	35121846	35277614	KIAA0391
ENSG00000100902	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000100991	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101019	TRUE	TRUE	TRUE	20	33890369	33999944	UQCC1	20	35302566	35412141	UQCC1
ENSG00000101084	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101132	FALSE	FALSE	TRUE	20	52824386	52844591	PFDN4	20	54207847	54228052	PFDN4
ENSG00000101152	TRUE	FALSE	TRUE	20	62526518	62567384	DNAJC5	20	63895182	63936031	DNAJC5
ENSG00000101166	TRUE	TRUE	TRUE	NA	NA	NA	NA	20	59033145	59042909	PRELID3B
ENSG00000101181	TRUE	TRUE	TRUE	20	60758085	60778624	MTG2	20	62183029	62203568	MTG2
ENSG00000101188	FALSE	FALSE	TRUE	20	61340189	61394123	NTSR1	20	62708837	62762771	NTSR1
ENSG00000101247	TRUE	TRUE	TRUE	20	13765596	13799067	NDUFAF5	20	13784950	13821582	NDUFAF5
ENSG00000101290	FALSE	FALSE	TRUE	20	5107432	5178533	CDS2	20	5126786	5197887	CDS2
ENSG00000101298	TRUE	FALSE	TRUE	20	1246960	1289972	SNPH	20	1266280	1309328	SNPH
ENSG00000101337	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101349	TRUE	TRUE	TRUE	NA	NA	NA	NA	20	9537389	9839041	PAK5
ENSG00000101365	TRUE	TRUE	TRUE	20	2639041	2644865	IDH3B	20	2658395	2664219	IDH3B
ENSG00000101391	TRUE	FALSE	TRUE	20	31946645	31989367	CDK5RAP1	20	33358839	33401561	CDK5RAP1
ENSG00000101412	FALSE	FALSE	TRUE	20	32263489	32274210	E2F1	20	33675683	33686404	E2F1
ENSG00000101417	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101473	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000101546	TRUE	TRUE	TRUE	18	77794358	77806397	RBFA	18	80034358	80046397	RBFA
ENSG00000101986	TRUE	TRUE	TRUE	X	152990323	153010216	ABCD1	X	153724868	153744762	ABCD1
ENSG00000102048	TRUE	FALSE	TRUE	X	15253410	15288589	ASB9	X	15235288	15270467	ASB9
ENSG00000102078	TRUE	TRUE	TRUE	X	129473874	129507335	SLC25A14	X	130339888	130373361	SLC25A14
ENSG00000102125	TRUE	FALSE	TRUE	X	153639854	153650065	TAZ	X	154411518	154421726	TAZ
ENSG00000102128	TRUE	FALSE	TRUE	X	102192200	102193228	RAB40AL	X	102937272	102938300	RAB40AL
ENSG00000102144	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102309	TRUE	FALSE	TRUE	X	71401203	71522776	PIN4	X	72181353	72302926	PIN4
ENSG00000102401	TRUE	FALSE	TRUE	X	100877787	100882833	ARMCX3	X	101622797	101627843	ARMCX3
ENSG00000102471	FALSE	FALSE	TRUE	13	80055287	80130210	NDFIP2	13	79481124	79556075	NDFIP2
ENSG00000102738	TRUE	TRUE	TRUE	13	41303432	41345309	MRPS31	13	40729135	40771173	MRPS31
ENSG00000102743	TRUE	TRUE	TRUE	13	41363548	41384247	SLC25A15	13	40789412	40810111	SLC25A15
ENSG00000102763	TRUE	TRUE	TRUE	13	42140973	42535256	VWA8	13	41566837	41961120	VWA8
ENSG00000102794	TRUE	FALSE	TRUE	NA	NA	NA	NA	13	76948497	76958642	ACOD1
ENSG00000102837	FALSE	FALSE	TRUE	13	53602894	53626192	OLFM4	13	53028759	53052057	OLFM4
ENSG00000102882	TRUE	FALSE	TRUE	16	30125426	30134827	MAPK3	16	30114105	30123506	MAPK3
ENSG00000102897	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102910	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000102931	TRUE	FALSE	TRUE	16	57279010	57287516	ARL2BP	16	57245098	57253635	ARL2BP
ENSG00000102967	TRUE	TRUE	TRUE	16	72042487	72058954	DHODH	16	72008588	72027664	DHODH
ENSG00000103018	TRUE	TRUE	TRUE	16	69458428	69500169	CYB5B	16	69424525	69466266	CYB5B
ENSG00000103024	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103034	FALSE	FALSE	TRUE	16	58496750	58547532	NDRG4	16	58462846	58513628	NDRG4
ENSG00000103121	TRUE	TRUE	TRUE	16	81009698	81053875	CMC2	16	80966448	81020270	CMC2
ENSG00000103150	TRUE	TRUE	TRUE	16	83932731	83949787	MLYCD	16	83899126	83927026	MLYCD
ENSG00000103152	TRUE	FALSE	TRUE	16	127006	135852	MPG	16	77007	85853	MPG
ENSG00000103160	TRUE	TRUE	TRUE	16	84155886	84178797	HSDL1	16	84122146	84145192	HSDL1
ENSG00000103202	TRUE	TRUE	TRUE	16	446725	460367	NME4	16	396725	410367	NME4
ENSG00000103254	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103316	FALSE	FALSE	TRUE	16	21250195	21314404	CRYM	16	21238874	21303083	CRYM
ENSG00000103356	TRUE	TRUE	TRUE	16	23533335	23569052	EARS2	16	23522014	23557731	EARS2
ENSG00000103423	TRUE	TRUE	TRUE	16	4475806	4506776	DNAJA3	16	4425805	4456775	DNAJA3
ENSG00000103490	TRUE	FALSE	TRUE	16	31212806	31214771	PYCARD	16	31201485	31203450	PYCARD
ENSG00000103502	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103507	TRUE	TRUE	TRUE	16	31117428	31124110	BCKDK	16	31106107	31112791	BCKDK
ENSG00000103512	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000103642	TRUE	TRUE	TRUE	15	63413999	63434260	LACTB	15	63121800	63142061	LACTB
ENSG00000103707	TRUE	TRUE	TRUE	15	65294845	65321977	MTFMT	15	65001512	65029639	MTFMT
ENSG00000104059	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104081	FALSE	FALSE	TRUE	15	40380091	40401093	BMF	15	40087890	40108892	BMF
ENSG00000104325	TRUE	TRUE	TRUE	8	91013633	91064320	DECR1	8	90001405	90052092	DECR1
ENSG00000104381	TRUE	TRUE	TRUE	8	75233365	75401107	GDAP1	8	74321130	74488872	GDAP1
ENSG00000104412	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104442	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104687	TRUE	TRUE	TRUE	8	30535583	30585443	GSR	8	30678061	30727999	GSR
ENSG00000104723	TRUE	FALSE	TRUE	8	15274724	15624158	TUSC3	8	15417215	15766649	TUSC3
ENSG00000104763	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104765	TRUE	TRUE	TRUE	8	26240414	26363152	BNIP3L	8	26382898	26505636	BNIP3L
ENSG00000104823	TRUE	TRUE	TRUE	19	39306062	39322645	ECH1	19	38815422	38832005	ECH1
ENSG00000104835	TRUE	TRUE	TRUE	19	39405906	39440495	SARS2	19	38915266	38930896	SARS2
ENSG00000104907	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000104936	TRUE	TRUE	TRUE	19	46272975	46285810	DMPK	19	45769717	45782552	DMPK
ENSG00000104980	TRUE	TRUE	TRUE	19	7991603	8008805	TIMM44	19	7926718	7943920	TIMM44
ENSG00000105127	FALSE	FALSE	TRUE	19	15464196	15490609	AKAP8	19	15353385	15379798	AKAP8
ENSG00000105135	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105141	FALSE	FALSE	TRUE	19	15160195	15169104	CASP14	19	15049384	15058293	CASP14
ENSG00000105176	FALSE	FALSE	TRUE	19	30414551	30506611	URI1	19	29923644	30016608	URI1
ENSG00000105193	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105197	TRUE	TRUE	TRUE	19	39971052	39984422	TIMM50	19	39480412	39493785	TIMM50
ENSG00000105220	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105327	TRUE	FALSE	TRUE	19	47724081	47736023	BBC3	19	47220822	47232766	BBC3
ENSG00000105341	TRUE	TRUE	TRUE	NA	NA	NA	NA	19	41431318	41440717	DMAC2
ENSG00000105364	TRUE	TRUE	TRUE	19	10362577	10370721	MRPL4	19	10251901	10260045	MRPL4
ENSG00000105372	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105379	TRUE	TRUE	TRUE	19	51848423	51869672	ETFB	19	51345169	51366418	ETFB
ENSG00000105486	FALSE	FALSE	TRUE	19	48618702	48673860	LIG1	19	48115445	48170603	LIG1
ENSG00000105514	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105518	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105552	TRUE	TRUE	TRUE	19	49298319	49314286	BCAT2	19	48795062	48811029	BCAT2
ENSG00000105568	FALSE	FALSE	TRUE	19	52693292	52730687	PPP2R1A	19	52190039	52229533	PPP2R1A
ENSG00000105607	TRUE	TRUE	TRUE	19	13001840	13025021	GCDH	19	12891026	12914207	GCDH
ENSG00000105640	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105649	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105701	TRUE	TRUE	TRUE	19	18642561	18654887	FKBP8	19	18531751	18544077	FKBP8
ENSG00000105723	FALSE	FALSE	TRUE	19	42734338	42746777	GSK3A	19	42230186	42242625	GSK3A
ENSG00000105726	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105755	TRUE	TRUE	TRUE	19	44010871	44031396	ETHE1	19	43506719	43527244	ETHE1
ENSG00000105784	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105793	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000105819	TRUE	TRUE	TRUE	7	102937869	102969958	PMPCB	7	103297422	103329511	PMPCB
ENSG00000105854	FALSE	FALSE	TRUE	7	95034175	95064510	PON2	7	95404863	95435329	PON2
ENSG00000105953	TRUE	TRUE	TRUE	7	44646171	44748665	OGDH	7	44606572	44709066	OGDH
ENSG00000106028	TRUE	TRUE	TRUE	7	141438121	141487722	SSBP1	7	141738321	141787922	SSBP1
ENSG00000106049	TRUE	TRUE	TRUE	7	27565061	27702614	HIBADH	7	27525442	27662995	HIBADH
ENSG00000106077	TRUE	TRUE	TRUE	7	73150424	73153197	ABHD11	7	73736094	73738867	ABHD11
ENSG00000106105	TRUE	TRUE	TRUE	7	30634297	30673649	GARS	7	30594681	30634033	GARS
ENSG00000106144	FALSE	FALSE	TRUE	7	142985308	143004789	CASP2	7	143288215	143307696	CASP2
ENSG00000106153	TRUE	TRUE	TRUE	7	56169262	56174269	CHCHD2	7	56101569	56106576	CHCHD2
ENSG00000106211	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106246	TRUE	TRUE	TRUE	7	99014362	99063787	PTCD1	7	99416739	99466163	PTCD1
ENSG00000106268	FALSE	FALSE	TRUE	7	2281857	2290781	NUDT1	7	2242222	2251146	NUDT1
ENSG00000106346	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106436	TRUE	FALSE	TRUE	7	101256605	101272576	MYL10	7	101613325	101629296	MYL10
ENSG00000106541	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106554	TRUE	TRUE	TRUE	7	132469629	132766848	CHCHD3	7	132784868	133082088	CHCHD3
ENSG00000106591	TRUE	TRUE	TRUE	7	42971799	42988557	MRPL32	7	42932200	42948958	MRPL32
ENSG00000106603	TRUE	TRUE	TRUE	7	43648055	43769316	COA1	7	43608456	43729717	COA1
ENSG00000106633	FALSE	FALSE	TRUE	7	44183872	44237769	GCK	7	44144271	44198170	GCK
ENSG00000106636	FALSE	FALSE	TRUE	7	44240567	44253893	YKT6	7	44200968	44214294	YKT6
ENSG00000106772	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000106785	FALSE	FALSE	TRUE	9	100831557	100881494	TRIM14	9	98069275	98119212	TRIM14
ENSG00000107020	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107099	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107518	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000107537	FALSE	TRUE	TRUE	10	13319796	13344412	PHYH	10	13277796	13302412	PHYH
ENSG00000107643	FALSE	FALSE	TRUE	10	49514698	49647403	MAPK8	10	48306639	48439360	MAPK8
ENSG00000107745	TRUE	TRUE	TRUE	10	74127098	74385899	MICU1	10	72367327	72626191	MICU1
ENSG00000107815	TRUE	TRUE	TRUE	NA	NA	NA	NA	10	100987367	100994401	TWNK
ENSG00000107819	TRUE	TRUE	TRUE	10	102790991	102800998	SFXN3	10	101031234	101041244	SFXN3
ENSG00000107862	FALSE	FALSE	TRUE	10	104005289	104142656	GBF1	10	102245532	102382899	GBF1
ENSG00000107951	TRUE	TRUE	TRUE	10	30598730	30663377	MTPAP	10	30309801	30374448	MTPAP
ENSG00000107959	TRUE	TRUE	TRUE	10	3179920	3215003	PITRM1	10	3137728	3172841	PITRM1
ENSG00000108064	TRUE	TRUE	TRUE	10	60144782	60158981	TFAM	10	58385022	58399221	TFAM
ENSG00000108094	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108179	TRUE	TRUE	TRUE	10	81107225	81115093	PPIF	10	79347469	79355337	PPIF
ENSG00000108384	TRUE	FALSE	TRUE	17	56769934	56811703	RAD51C	17	58692573	58735611	RAD51C
ENSG00000108387	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108439	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108443	TRUE	FALSE	TRUE	17	57970447	58027925	RPS6KB1	17	59893046	59950564	RPS6KB1
ENSG00000108528	TRUE	TRUE	TRUE	17	4840425	4843546	SLC25A11	17	4937130	4940251	SLC25A11
ENSG00000108557	FALSE	FALSE	TRUE	17	17584787	17714767	RAI1	17	17681473	17811453	RAI1
ENSG00000108561	TRUE	TRUE	TRUE	17	5336097	5352150	C1QBP	17	5432777	5448830	C1QBP
ENSG00000108599	TRUE	TRUE	TRUE	17	19807615	19881656	AKAP10	17	19904302	19978343	AKAP10
ENSG00000108774	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108788	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000108826	TRUE	TRUE	TRUE	17	48445218	48450575	MRPL27	17	50367857	50373214	MRPL27
ENSG00000108828	TRUE	FALSE	TRUE	17	41166622	41177140	VAT1	17	43014605	43025123	VAT1
ENSG00000108829	TRUE	FALSE	TRUE	17	48452420	48474914	LRRC59	17	50375059	50397553	LRRC59
ENSG00000108953	TRUE	FALSE	TRUE	17	1247566	1303672	YWHAE	17	1344272	1400378	YWHAE
ENSG00000109016	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109046	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109180	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109270	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109320	FALSE	FALSE	TRUE	4	103422486	103538459	NFKB1	4	102501329	102617302	NFKB1
ENSG00000109339	FALSE	FALSE	TRUE	4	86936276	87515284	MAPK10	4	85990007	86594625	MAPK10
ENSG00000109390	TRUE	TRUE	TRUE	4	140188034	140223705	NDUFC1	4	139266880	139302551	NDUFC1
ENSG00000109424	TRUE	TRUE	TRUE	4	141480588	141489959	UCP1	4	140559434	140568805	UCP1
ENSG00000109436	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109475	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109511	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109519	TRUE	TRUE	TRUE	4	7060633	7069924	GRPEL1	4	7058906	7068197	GRPEL1
ENSG00000109576	TRUE	TRUE	TRUE	4	170981373	171012850	AADAT	4	170060222	170091699	AADAT
ENSG00000109670	FALSE	FALSE	TRUE	4	153242410	153457253	FBXW7	4	152320544	152536063	FBXW7
ENSG00000109819	FALSE	FALSE	TRUE	4	23756664	23905712	PPARGC1A	4	23755041	23904089	PPARGC1A
ENSG00000109846	TRUE	FALSE	TRUE	11	111779289	111794446	CRYAB	11	111908565	111923722	CRYAB
ENSG00000109854	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000109919	TRUE	TRUE	TRUE	11	47638867	47664175	MTCH2	11	47617315	47642623	MTCH2
ENSG00000109971	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110011	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110063	FALSE	FALSE	TRUE	11	126173647	126215644	DCPS	11	126303752	126345754	DCPS
ENSG00000110074	TRUE	TRUE	TRUE	11	126138950	126148026	FOXRED1	11	126269055	126278131	FOXRED1
ENSG00000110090	TRUE	TRUE	TRUE	11	68522088	68611878	CPT1A	11	68754620	68844410	CPT1A
ENSG00000110367	FALSE	FALSE	TRUE	11	118620034	118661858	DDX6	11	118747766	118791149	DDX6
ENSG00000110435	TRUE	TRUE	TRUE	11	34937376	35042138	PDHX	11	34915829	35020591	PDHX
ENSG00000110455	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110497	TRUE	FALSE	TRUE	11	46417964	46615675	AMBRA1	11	46396414	46594125	AMBRA1
ENSG00000110536	TRUE	TRUE	TRUE	11	47586982	47595013	PTPMT1	11	47565430	47573461	PTPMT1
ENSG00000110700	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110717	TRUE	TRUE	TRUE	11	67798084	67804111	NDUFS8	11	68030617	68036644	NDUFS8
ENSG00000110719	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110871	TRUE	TRUE	TRUE	12	120941077	120972237	COQ5	12	120503274	120534434	COQ5
ENSG00000110887	FALSE	FALSE	TRUE	12	109252708	109294819	DAO	12	108858932	108901043	DAO
ENSG00000110888	TRUE	FALSE	TRUE	12	30862486	30907885	CAPRIN2	12	30709552	30754951	CAPRIN2
ENSG00000110911	TRUE	FALSE	TRUE	12	51373184	51422349	SLC11A2	12	50979401	51028566	SLC11A2
ENSG00000110917	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000110955	TRUE	TRUE	TRUE	NA	NA	NA	NA	12	56638175	56646068	ATP5F1B
ENSG00000111012	TRUE	TRUE	TRUE	12	58156117	58162769	CYP27B1	12	57762334	57768986	CYP27B1
ENSG00000111058	TRUE	TRUE	TRUE	12	81331594	81650533	ACSS3	12	80936414	81261205	ACSS3
ENSG00000111145	FALSE	FALSE	TRUE	12	96588160	96663613	ELK3	12	96194382	96269835	ELK3
ENSG00000111271	TRUE	TRUE	TRUE	12	112123857	112194903	ACAD10	12	111686056	111757107	ACAD10
ENSG00000111275	TRUE	TRUE	TRUE	12	112204691	112247782	ALDH2	12	111766887	111817529	ALDH2
ENSG00000111639	TRUE	TRUE	TRUE	12	6601150	6603007	MRPL51	12	6491886	6493841	MRPL51
ENSG00000111640	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111647	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111666	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111669	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111696	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111716	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111737	TRUE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111775	TRUE	TRUE	TRUE	12	120875893	120878545	COX6A1	12	120438090	120440742	COX6A1
ENSG00000111786	FALSE	TRUE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
ENSG00000111790	TRUE	FALSE	FALSE	NA	NA	NA	NA	NA	NA	NA	NA
